end_time,run,gain_set,gain_actual,signal,peak_signal,noise,snr,modes,bad,p_bad,messages_valid,max_distance
1701137765.0,3,22.9,22.9,-15.0,-1.3,-30.4,15.4,1195099,705495,0.59,38764,378684
1701137845.0,3,20.7,20.7,-16.1,-1.3,-32.4,16.3,895049,517058,0.578,31813,360878
1701137915.0,3,32.8,32.8,-10.8,-1.1,-24.4,13.6,2246693,1460664,0.65,45839,448625
1701137995.0,3,43.4,43.4,-9.0,-1.0,-20.3,11.3,3650381,2595870,0.711,47235,439387
1701138065.0,3,49.6,49.6,-8.2,-0.9,-19.9,11.7,3893298,2801170,0.719,46899,427285
1701138145.0,4,19.7,19.7,-17.2,-2.3,-33.4,16.2,671173,369153,0.55,27365,304208
1701138215.0,4,36.4,36.4,-10.9,-0.9,-23.9,13.0,2545534,1707740,0.671,42025,414152
1701138295.0,4,38.6,38.6,-10.1,-1.1,-23.1,13.0,3028030,2092500,0.691,42699,677976
1701138365.0,4,32.8,32.8,-12.3,-1.4,-26.4,14.1,2114543,1358323,0.642,41023,462822
1701138445.0,4,33.8,33.8,-12.3,-1.0,-26.2,13.9,2366698,1558510,0.659,40922,402250
1701138515.0,4,29.7,29.7,-15.1,-1.0,-28.0,12.9,1802476,1122370,0.623,40681,402400
1701138595.0,4,43.9,43.9,-9.6,-1.0,-21.1,11.5,3715362,2646024,0.712,44252,447122
1701138675.0,4,16.6,16.6,-21.4,-4.6,-38.0,16.6,489181,263049,0.538,20416,200304
1701138745.0,4,-10,59.0,-5.0,-0.8,-14.0,9.0,4464856,3277893,0.734,39583,469319
1701138825.0,4,40.2,40.2,-10.4,-0.8,-22.0,11.6,3310102,2316833,0.7,43274,445959
1701138895.0,4,28.0,28.0,-14.0,-1.7,-28.2,14.2,1754582,1086451,0.619,42546,438178
1701138975.0,4,43.4,43.4,-9.8,-0.8,-20.7,10.9,3798692,2712397,0.714,44358,423695
1701139045.0,4,22.9,22.9,-15.1,-1.0,-30.0,14.9,1189423,699346,0.588,35728,365357
1701139125.0,4,20.7,20.7,-16.8,-1.4,-31.1,14.3,906580,522257,0.576,29490,314658
1701139195.0,4,49.6,49.6,-8.9,-0.9,-19.7,10.8,4029620,2897262,0.719,44379,456045
1701139275.0,4,25.4,25.4,-16.6,-1.6,-31.1,14.5,1341565,806763,0.601,34961,360305
1701139345.0,4,15.7,15.7,-23.2,-8.1,-39.6,16.4,451716,246689,0.546,17452,195732
1701139425.0,4,37.2,37.2,-11.6,-1.0,-23.8,12.2,2938592,2023516,0.689,42264,356929
1701139495.0,4,44.5,44.5,-10.0,-0.7,-20.9,10.9,4132622,2962231,0.717,45223,399487
1701139575.0,4,42.1,42.1,-10.0,-0.9,-20.9,10.9,3543701,2522415,0.712,41221,385549
1701139645.0,4,48.0,48.0,-9.7,-0.9,-19.4,9.7,3969492,2852752,0.719,40742,370139
1701139725.0,5,15.7,15.7,-18.3,-2.8,-37.8,19.5,380584,208248,0.547,14960,243144
1701139795.0,5,42.1,42.1,-10.1,-1.0,-22.2,12.1,3701053,2621934,0.708,44235,724139
1701139875.0,5,19.7,19.7,-16.8,-1.8,-35.1,18.3,704631,392078,0.556,24228,304407
1701139955.0,5,43.4,43.4,-9.9,-0.9,-20.6,10.7,3743969,2670684,0.713,42789,418312
1701140025.0,5,25.4,25.4,-14.4,-0.9,-28.9,14.5,1372851,827881,0.603,35588,381575
1701140105.0,5,32.8,32.8,-11.7,-0.9,-23.7,12.0,2324480,1521198,0.654,40333,404622
1701140175.0,5,36.4,36.4,-11.3,-0.9,-23.1,11.8,2701441,1823593,0.675,41259,432429
1701140255.0,5,29.7,29.7,-14.7,-1.1,-27.0,12.3,2162110,1392173,0.644,39333,450016
1701140325.0,5,43.9,43.9,-9.5,-0.8,-19.8,10.3,3934723,2830669,0.719,40670,443048
1701140405.0,5,40.2,40.2,-11.1,-0.9,-22.6,11.5,3376851,2376375,0.704,40714,426639
1701140475.0,5,16.6,16.6,-27.0,-15.9,-41.4,14.4,400116,214548,0.536,15171,262036
1701140555.0,5,37.2,37.2,-13.5,-1.3,-25.4,11.9,3044460,2091393,0.687,41396,409848
1701140625.0,5,49.6,49.6,-9.8,-0.9,-20.5,10.7,4282170,3106081,0.725,43799,392687
1701140705.0,5,22.9,22.9,-18.7,-3.2,-32.3,13.6,1255642,739578,0.589,32964,399551
1701140775.0,5,33.8,33.8,-13.9,-1.7,-26.2,12.3,2894547,1935749,0.669,46149,440422
1701140855.0,5,20.7,20.7,-20.5,-2.9,-36.0,15.5,858095,480055,0.559,27740,342010
1701140925.0,5,-10,59.0,-5.3,-0.9,-14.1,8.8,4667105,3434183,0.736,38501,442129
1701141005.0,5,28.0,28.0,-12.6,-1.6,-27.3,14.7,1780536,1114425,0.626,37753,401364
1701141075.0,5,48.0,48.0,-9.0,-0.8,-19.3,10.3,4498927,3253087,0.723,41432,427410
1701141155.0,5,44.5,44.5,-9.8,-0.8,-19.5,9.7,3999714,2875185,0.719,40276,438207
1701141235.0,5,38.6,38.6,-11.0,-1.0,-22.0,11.0,3265950,2286533,0.7,40137,439564
1701141305.0,6,-10,59.0,-5.6,-1.0,-14.2,8.6,4715320,3474643,0.737,37587,425809
1701141385.0,6,22.9,22.9,-14.8,-1.5,-29.7,14.9,1114602,661612,0.594,28968,350882
1701141455.0,6,15.7,15.7,-17.5,-2.9,-35.2,17.7,459417,264569,0.576,12948,221770
1701141535.0,6,40.2,40.2,-12.1,-1.0,-23.3,11.2,3365953,2374670,0.705,40802,374899
1701141605.0,6,43.9,43.9,-11.0,-0.8,-21.6,10.6,3908658,2800521,0.716,41473,437438
1701141685.0,6,49.6,49.6,-10.1,-1.0,-20.6,10.5,4248472,3056343,0.719,41013,400525
1701141755.0,6,28.0,28.0,-16.2,-2.0,-29.1,12.9,1776136,1096079,0.617,35942,402987
1701141835.0,6,33.8,33.8,-13.1,-1.3,-25.6,12.5,2763936,1844462,0.667,41017,433909
1701141905.0,6,32.8,32.8,-14.0,-1.1,-26.1,12.1,2420800,1567519,0.648,40056,418353
1701141985.0,6,20.7,20.7,-22.1,-3.0,-35.7,13.6,907466,501987,0.553,27571,359523
1701142055.0,6,38.6,38.6,-11.7,-1.1,-22.8,11.1,3760580,2603310,0.692,44134,418399
1701142135.0,6,43.4,43.4,-9.7,-1.0,-20.0,10.3,4380813,3136762,0.716,43145,431795
1701142205.0,6,16.6,16.6,-23.1,-7.4,-37.9,14.8,632515,349086,0.552,18393,301020
1701142285.0,6,29.7,29.7,-15.1,-1.1,-26.8,11.7,2171390,1366305,0.629,42130,442233
1701142365.0,6,25.4,25.4,-16.4,-1.1,-28.5,12.1,1510467,905892,0.6,38285,423895
1701142435.0,6,37.2,37.2,-13.7,-0.9,-23.1,9.4,3315519,2275024,0.686,44844,411608
1701142515.0,6,19.7,19.7,-19.4,-2.2,-34.1,14.7,822904,473516,0.575,24730,315500
1701142585.0,6,44.5,44.5,-10.5,-0.8,-20.4,9.9,4323368,3093335,0.715,43895,431567
1701142665.0,6,36.4,36.4,-12.8,-0.8,-24.2,11.4,3072768,2061637,0.671,43716,411080
1701142735.0,6,48.0,48.0,-10.3,-0.9,-19.5,9.2,4550981,3291486,0.723,41976,406161
1701142815.0,6,42.1,42.1,-11.5,-0.9,-21.4,9.9,4115129,2922059,0.71,41691,384407
1701142885.0,7,16.6,16.6,-23.5,-6.0,-38.5,15.0,651298,360828,0.554,17328,232226
1701142965.0,7,38.6,38.6,-12.6,-0.9,-22.7,10.1,3577819,2486064,0.695,39814,416636
1701143035.0,7,22.9,22.9,-18.6,-3.5,-32.2,13.6,1397969,818974,0.586,33616,378876
1701143115.0,7,20.7,20.7,-20.7,-2.8,-34.4,13.7,922831,509755,0.552,27118,395813
1701143185.0,7,28.0,28.0,-17.2,-1.1,-29.0,11.8,1956003,1217424,0.622,38262,409958
1701143265.0,7,44.5,44.5,-10.5,-0.8,-20.4,9.9,4131249,2970939,0.719,42636,428700
1701143335.0,7,49.6,49.6,-9.6,-1.0,-19.8,10.2,4742531,3438805,0.725,44275,414241
1701143415.0,7,48.0,48.0,-9.0,-0.9,-19.3,10.3,4210471,3042205,0.723,40647,456851
1701143485.0,7,43.4,43.4,-9.8,-0.9,-20.1,10.3,3961640,2844737,0.718,41465,474224
1701143565.0,7,37.2,37.2,-11.9,-1.0,-23.8,11.9,2903773,1991414,0.686,42985,435157
1701143635.0,7,15.7,15.7,-25.7,-13.3,-40.5,14.8,462431,251981,0.545,17715,236294
1701143715.0,7,43.9,43.9,-10.3,-0.9,-20.9,10.6,4039925,2882067,0.713,43611,427433
1701143795.0,7,-10,59.0,-5.3,-0.9,-13.8,8.5,4785994,3504060,0.732,39813,445516
1701143865.0,7,32.8,32.8,-13.8,-0.8,-24.6,10.8,2502287,1621918,0.648,40156,428236
1701143945.0,7,36.4,36.4,-12.0,-0.9,-24.9,12.9,2905675,1935764,0.666,41124,464144
1701144015.0,7,29.7,29.7,-13.2,-1.2,-27.4,14.2,2093453,1312244,0.627,39443,445446
1701144095.0,7,19.7,19.7,-18.0,-2.8,-34.7,16.7,794607,439923,0.554,26528,304866
1701144165.0,7,42.1,42.1,-10.4,-0.9,-21.3,10.9,3830405,2693061,0.703,42565,414334
1701144245.0,7,25.4,25.4,-14.6,-1.4,-28.4,13.8,1413258,823724,0.583,34983,476897
1701144315.0,7,33.8,33.8,-12.7,-1.1,-25.1,12.4,2594134,1694015,0.653,41582,461048
1701144395.0,7,40.2,40.2,-11.7,-1.1,-23.4,11.7,3510659,2435980,0.694,42155,435604
1701144465.0,8,32.8,32.8,-14.4,-1.5,-27.5,13.1,2369921,1505124,0.635,39765,423932
1701144545.0,8,29.7,29.7,-15.4,-1.8,-29.3,13.9,1909521,1177746,0.617,42267,405968
1701144615.0,8,43.9,43.9,-11.3,-0.9,-22.1,10.8,4142166,2942785,0.71,52418,465713
1701144695.0,8,22.9,22.9,-15.3,-1.7,-30.8,15.5,1030265,598201,0.581,30229,355183
1701144765.0,8,33.8,33.8,-13.9,-0.9,-24.9,11.0,2507053,1655641,0.66,42268,425034
1701144845.0,8,43.4,43.4,-10.3,-1.0,-21.5,11.2,3857452,2748975,0.713,40146,437255
1701144915.0,8,38.6,38.6,-11.5,-1.1,-24.0,12.5,3320579,2277424,0.686,45090,453724
1701144995.0,8,48.0,48.0,-9.0,-1.0,-20.1,11.1,4062880,2918654,0.718,44022,463962
1701145075.0,8,-10,59.0,-5.7,-0.8,-13.8,8.1,4696395,3446522,0.734,38967,474229
1701145145.0,8,25.4,25.4,-15.1,-1.9,-30.3,15.2,1334339,797865,0.598,30679,412333
1701145225.0,8,15.7,15.7,-17.2,-3.0,-36.5,19.3,527361,287562,0.545,14127,223077
1701145295.0,8,42.1,42.1,-10.1,-1.1,-21.0,10.9,3838658,2715744,0.707,40589,479263
1701145375.0,8,28.0,28.0,-14.4,-1.1,-27.3,12.9,1957545,1227857,0.627,33772,465941
1701145445.0,8,49.6,49.6,-9.8,-1.0,-19.1,9.3,4296286,3108233,0.723,38368,449057
1701145525.0,8,16.6,16.6,-16.4,-2.4,-31.1,14.7,740107,455869,0.616,14661,228245
1701145595.0,8,36.4,36.4,-11.6,-1.0,-23.5,11.9,2735224,1858739,0.68,37189,406510
1701145675.0,8,40.2,40.2,-11.3,-1.0,-21.9,10.6,3445224,2427432,0.705,39510,454747
1701145745.0,8,44.5,44.5,-10.9,-0.8,-19.6,8.7,3984096,2870942,0.721,37477,434866
1701145825.0,8,37.2,37.2,-12.1,-1.1,-23.5,11.4,3069976,2106999,0.686,38908,455439
1701145895.0,8,19.7,19.7,-17.8,-2.1,-33.1,15.3,826205,495659,0.6,22472,360086
1701145975.0,8,20.7,20.7,-19.7,-3.1,-33.5,13.8,876995,518388,0.591,27414,335950
1701146045.0,9,49.6,49.6,-10.1,-0.7,-20.2,10.1,4176127,2993196,0.717,43573,471725
1701146125.0,9,20.7,20.7,-21.2,-3.3,-36.6,15.4,783256,442201,0.565,26349,319570
