end_time,run,gain_set,gain_actual,signal,peak_signal,noise,snr,modes,bad,p_bad,messages_valid,max_distance
1701208755.0,16,29.7,29.7,-12.4,-1.2,-23.7,11.3,3271642,2196821,0.671,44300,507095
1701208825.0,16,49.6,49.6,-8.1,-0.8,-16.9,8.8,6003249,4416156,0.736,48239,421576
1701208905.0,16,33.8,33.8,-11.4,-1.6,-22.6,11.2,4155835,2898025,0.697,43549,431065
1701208985.0,16,37.2,37.2,-10.9,-1.8,-21.7,10.8,4370085,3098447,0.709,46475,453198
1701209055.0,16,43.4,43.4,-8.9,-1.2,-19.3,10.4,5223157,3803539,0.728,45094,630542
1701209135.0,16,48.0,48.0,-8.0,-1.0,-17.4,9.4,5640222,4139769,0.734,45064,425609
1701209205.0,16,43.9,43.9,-8.4,-0.9,-17.9,9.5,5312525,3869784,0.728,49109,441608
1701209285.0,16,38.6,38.6,-10.3,-1.0,-20.2,9.9,4648806,3307472,0.711,48894,411949
1701209355.0,16,40.2,40.2,-9.9,-1.0,-18.4,8.5,5225395,3773739,0.722,47364,403429
1701209435.0,16,44.5,44.5,-8.8,-0.8,-15.9,7.1,5920557,4342408,0.733,42365,385345
1701209505.0,17,-10,59.0,-4.7,-1.0,-10.1,5.4,6111581,4557368,0.746,33659,430357
1701209585.0,17,33.8,33.8,-11.9,-1.0,-20.3,8.4,4928616,3458740,0.702,38291,415903
1701209655.0,17,40.2,40.2,-8.7,-0.8,-17.8,9.1,5422022,3919022,0.723,40045,430945
1701209735.0,17,43.4,43.4,-9.0,-1.0,-18.5,9.5,5256051,3830175,0.729,43953,414646
1701209805.0,17,42.1,42.1,-9.6,-0.9,-19.7,10.1,4766382,3425761,0.719,44408,413100
1701209885.0,17,38.6,38.6,-9.8,-1.0,-20.0,10.2,4921636,3528183,0.717,40989,431306
1701209955.0,17,49.6,49.6,-7.6,-1.1,-17.4,9.8,6422050,4729467,0.736,41703,397229
1701210035.0,17,29.7,29.7,-15.1,-1.3,-25.2,10.1,3626882,2435577,0.672,36592,421173
1701210105.0,17,48.0,48.0,-7.7,-0.9,-16.9,9.2,6985231,5160417,0.739,39652,392367
1701210185.0,17,36.4,36.4,-12.1,-1.7,-21.6,9.5,5108249,3603487,0.705,34813,392134
1701210265.0,17,25.4,25.4,-19.4,-4.0,-30.0,10.6,2502256,1599495,0.639,33640,382666
1701210335.0,17,43.9,43.9,-9.1,-0.9,-17.9,8.8,5824432,4273947,0.734,42583,426752
1701210415.0,17,44.5,44.5,-8.6,-0.9,-17.2,8.6,5884344,4326487,0.735,42984,403266
1701210485.0,17,32.8,32.8,-12.4,-1.5,-22.5,10.1,4163862,2867831,0.689,42084,458153
1701210565.0,17,37.2,37.2,-10.3,-1.5,-20.1,9.8,4775108,3408855,0.714,44859,468718
1701210635.0,17,28.0,28.0,-13.7,-2.1,-24.2,10.5,3059917,2027932,0.663,41825,361507
1701210715.0,18,49.6,49.6,-8.4,-0.9,-16.5,8.1,5605749,4125576,0.736,45342,468826
1701210785.0,18,43.4,43.4,-9.1,-1.0,-16.9,7.8,5264113,3853120,0.732,47894,425929
1701210865.0,18,25.4,25.4,-14.2,-2.0,-25.1,10.9,2516326,1647650,0.655,42842,356796
1701210935.0,18,33.8,33.8,-10.8,-1.2,-20.3,9.5,3984814,2774723,0.696,49398,389450
1701211015.0,18,43.9,43.9,-8.7,-1.0,-17.6,8.9,5394042,3943605,0.731,47813,477359
1701211085.0,18,36.4,36.4,-11.9,-0.9,-21.5,9.6,3974405,2774184,0.698,45156,426894
1701211165.0,18,37.2,37.2,-10.3,-0.9,-19.1,8.8,4583560,3266549,0.713,43721,433054
1701211235.0,18,32.8,32.8,-11.6,-0.9,-20.5,8.9,3936312,2689164,0.683,46993,408218
1701211315.0,18,-10,59.0,-4.9,-0.8,-11.7,6.8,5445068,4031708,0.74,39536,410867
1701211395.0,18,40.2,40.2,-10.2,-0.9,-20.6,10.4,4083555,2908057,0.712,46903,420678
1701211465.0,18,48.0,48.0,-9.1,-0.8,-18.8,9.7,4725913,3445986,0.729,47981,435496
1701211545.0,18,29.7,29.7,-13.7,-1.0,-24.2,10.5,2727130,1803131,0.661,46335,417248
1701211615.0,18,28.0,28.0,-14.3,-0.9,-25.8,11.5,2136988,1374028,0.643,46386,395923
1701211695.0,18,38.6,38.6,-11.2,-0.9,-21.6,10.4,3662137,2570732,0.702,51156,514348
1701211765.0,18,42.1,42.1,-10.1,-0.9,-20.1,10.0,4446909,3199822,0.72,49805,426752
1701211845.0,18,44.5,44.5,-8.9,-0.9,-19.1,10.2,4774329,3470743,0.727,51569,427285
1701211915.0,19,36.4,36.4,-12.4,-1.7,-23.8,11.4,3473835,2392110,0.689,50754,466431
1701211995.0,19,29.7,29.7,-14.2,-1.4,-25.3,11.1,2638376,1734250,0.657,47228,404477
1701212065.0,19,32.8,32.8,-13.1,-1.6,-24.6,11.5,2835434,1887784,0.666,46245,444799
1701212145.0,19,48.0,48.0,-8.2,-0.9,-18.2,10.0,4952085,3607477,0.728,47436,554926
1701212215.0,19,43.9,43.9,-9.3,-0.9,-18.7,9.4,5675058,4130944,0.728,48162,419179
1701212295.0,19,44.5,44.5,-9.2,-1.0,-19.4,10.2,4854485,3520030,0.725,46519,406816
1701212365.0,19,49.6,49.6,-8.4,-1.0,-18.5,10.1,4921051,3583485,0.728,48920,510494
1701212445.0,19,33.8,33.8,-12.5,-1.2,-23.8,11.3,3333770,2265593,0.68,46621,412231
1701212515.0,19,25.4,25.4,-17.1,-2.9,-29.5,12.4,1892192,1162528,0.614,46204,382678
1701212595.0,19,42.1,42.1,-10.4,-1.1,-21.0,10.6,4229267,3020739,0.714,51114,471777
1701212675.0,19,38.6,38.6,-12.1,-1.1,-22.5,10.4,3831321,2679736,0.699,49722,456920
1701212745.0,19,28.0,28.0,-15.2,-1.2,-27.4,12.2,2276979,1455528,0.639,49188,442320
1701212825.0,19,40.2,40.2,-11.5,-0.8,-20.5,9.0,4260202,3045122,0.715,50316,425502
1701212895.0,19,-10,59.0,-4.5,-0.7,-11.7,7.2,5400512,3994827,0.74,46312,508623
1701212975.0,19,37.2,37.2,-10.5,-0.9,-20.5,10.0,4314295,3028317,0.702,49217,398313
1701213045.0,19,43.4,43.4,-8.5,-0.8,-18.1,9.6,5002016,3614766,0.723,51515,474826
1701213125.0,20,25.4,25.4,-15.6,-2.0,-28.1,12.5,2196635,1390676,0.633,45731,365671
1701213195.0,20,32.8,32.8,-11.8,-0.8,-22.9,11.1,3431590,2322723,0.677,49996,521515
1701213275.0,20,43.9,43.9,-8.9,-0.9,-18.4,9.5,4998537,3618697,0.724,52559,539683
1701213345.0,20,28.0,28.0,-14.2,-1.2,-25.6,11.4,2636993,1710893,0.649,50049,344843
1701213425.0,20,37.2,37.2,-11.9,-1.1,-21.5,9.6,3967332,2783041,0.701,55024,400990
1701213495.0,20,40.2,40.2,-10.9,-1.1,-21.1,10.2,4465709,3176822,0.711,61262,583359
1701213575.0,20,42.1,42.1,-10.4,-0.9,-20.0,9.6,4549201,3261497,0.717,52426,391928
1701213645.0,20,49.6,49.6,-8.6,-0.7,-17.7,9.1,5559888,4069086,0.732,56573,405015
1701213725.0,20,-10,59.0,-4.7,-0.8,-11.8,7.1,5448709,4038612,0.741,51690,421069
1701213805.0,20,33.8,33.8,-12.8,-0.8,-22.9,10.1,3839346,2645607,0.689,52521,435574
1701213875.0,20,44.5,44.5,-8.7,-0.8,-18.0,9.3,5300337,3863628,0.729,54525,412090
1701213955.0,20,29.7,29.7,-13.1,-1.6,-24.5,11.4,3243498,2162367,0.667,52132,466491
1701214025.0,20,43.4,43.4,-8.6,-0.8,-17.7,9.1,5257197,3823044,0.727,54270,424477
1701214105.0,20,36.4,36.4,-11.2,-1.1,-21.8,10.6,4012232,2774191,0.691,54587,419785
1701214175.0,20,48.0,48.0,-8.7,-0.8,-17.0,8.3,5337705,3893603,0.729,57284,428880
1701214255.0,20,38.6,38.6,-10.1,-1.1,-19.9,9.8,4799101,3418278,0.712,51306,426021
1701214325.0,21,28.0,28.0,-13.7,-2.2,-24.5,10.8,3243339,2149679,0.663,49368,400187
1701214405.0,21,40.2,40.2,-8.7,-1.2,-18.1,9.4,5193187,3736026,0.719,52362,401812
1701214475.0,21,33.8,33.8,-11.0,-1.1,-19.8,8.8,4087823,2831960,0.693,55070,397107
1701214555.0,21,44.5,44.5,-7.7,-0.9,-16.6,8.9,5370340,3907103,0.728,49200,446505
1701214625.0,21,32.8,32.8,-11.5,-1.0,-21.8,10.3,3652874,2474689,0.677,52332,421627
1701214705.0,21,38.6,38.6,-8.7,-1.0,-18.9,10.2,4486224,3181344,0.709,52231,417368
1701214775.0,21,37.2,37.2,-9.0,-0.9,-19.2,10.2,4602978,3236116,0.703,53294,415956
1701214855.0,21,25.4,25.4,-13.6,-1.9,-25.2,11.6,2262168,1428770,0.632,45836,379743
1701214935.0,21,42.1,42.1,-8.7,-0.9,-18.6,9.9,4733820,3385192,0.715,50985,415944
1701215005.0,21,43.4,43.4,-8.2,-0.8,-17.1,8.9,5254172,3808158,0.725,46580,462770
1701215085.0,21,36.4,36.4,-9.9,-0.8,-20.7,10.8,4001220,2768181,0.692,45401,427833
1701215155.0,21,43.9,43.9,-8.6,-0.8,-16.8,8.2,5359444,3895390,0.727,43072,409756
1701215235.0,21,29.7,29.7,-11.3,-1.1,-22.2,10.9,3672024,2467467,0.672,40837,394486
1701215305.0,21,49.6,49.6,-7.7,-0.7,-15.8,8.1,6018297,4416913,0.734,42871,402628
1701215385.0,21,-10,59.0,-4.7,-0.8,-10.9,6.2,6049355,4507017,0.745,36551,489961
1701215455.0,21,48.0,48.0,-7.8,-0.9,-16.7,8.9,6070010,4459270,0.735,45508,454257
1701215535.0,22,32.8,32.8,-11.9,-1.9,-22.5,10.6,4167227,2877076,0.69,44814,417588
1701215605.0,22,-10,59.0,-4.8,-0.9,-11.1,6.3,5905977,4393202,0.744,39128,499081
1701215685.0,22,44.5,44.5,-8.5,-1.0,-17.8,9.3,5587339,4089279,0.732,46248,432836
1701215755.0,22,36.4,36.4,-10.5,-0.9,-20.4,9.9,4183228,2913940,0.697,48758,449348
1701215835.0,22,28.0,28.0,-12.5,-1.2,-23.6,11.1,3114875,2066737,0.664,47592,451257
1701215905.0,22,49.6,49.6,-7.9,-0.8,-16.8,8.9,5491032,4036124,0.735,49420,484587
1701215985.0,22,43.9,43.9,-8.7,-0.8,-17.7,9.0,5302770,3877456,0.731,51225,410348
1701216055.0,22,25.4,25.4,-15.1,-2.0,-27.7,12.6,2278873,1446678,0.635,47720,329025
1701216135.0,22,29.7,29.7,-12.0,-1.2,-23.6,11.6,2951368,1968754,0.667,50556,396839
1701216215.0,22,38.6,38.6,-9.9,-0.9,-19.7,9.8,4142899,2936381,0.709,52258,438875
1701216285.0,22,37.2,37.2,-10.5,-1.0,-19.3,8.8,4117487,2915524,0.708,49962,429027
1701216365.0,22,33.8,33.8,-11.7,-1.0,-22.0,10.3,3599669,2484391,0.69,50635,445081
1701216435.0,22,43.4,43.4,-9.0,-0.8,-18.6,9.6,4712287,3420846,0.726,50676,419364
1701216515.0,22,42.1,42.1,-9.5,-1.0,-18.7,9.2,4717435,3411197,0.723,48122,480444
1701216585.0,22,40.2,40.2,-10.1,-1.1,-19.9,9.8,4485341,3225959,0.719,49725,439244
1701216665.0,22,48.0,48.0,-8.9,-0.9,-18.7,9.8,5176531,3799979,0.734,47766,447950
1701216735.0,23,28.0,28.0,-15.9,-2.5,-28.1,12.2,2589344,1692001,0.653,40999,478251
1701216815.0,23,-10,59.0,-4.8,-1.0,-12.4,7.6,5613749,4171642,0.743,42353,470533
1701216885.0,23,32.8,32.8,-12.6,-1.1,-24.1,11.5,3304963,2234902,0.676,44850,479828
1701216965.0,23,38.6,38.6,-11.2,-1.1,-20.9,9.7,4392443,3118471,0.71,47336,437416
1701217035.0,23,49.6,49.6,-8.6,-1.0,-17.6,9.0,5768824,4247978,0.736,49853,432696
1701217115.0,23,43.9,43.9,-9.7,-1.0,-18.4,8.7,5054026,3687280,0.73,46339,438184
1701217185.0,23,43.4,43.4,-10.1,-0.9,-18.4,8.3,5117127,3729703,0.729,45051,438184
1701217265.0,23,25.4,25.4,-17.6,-2.5,-28.5,10.9,2081453,1312529,0.631,36225,325957
1701217345.0,23,40.2,40.2,-11.5,-1.4,-20.6,9.1,4759956,3408895,0.716,45378,454587
1701217415.0,23,37.2,37.2,-12.3,-1.5,-21.8,9.5,4433183,3129401,0.706,45266,400340
1701217495.0,23,42.1,42.1,-9.6,-1.1,-19.2,9.6,5062179,3667469,0.724,44914,446841
1701217565.0,23,29.7,29.7,-12.6,-1.4,-24.0,11.4,3227066,2156956,0.668,43811,371775
1701217645.0,23,33.8,33.8,-10.8,-1.2,-21.4,10.6,3910084,2715918,0.695,48838,413016
1701217715.0,23,44.5,44.5,-8.8,-0.8,-17.9,9.1,4957986,3609377,0.728,50595,404582
1701217795.0,23,48.0,48.0,-8.6,-0.9,-17.7,9.1,5175841,3777084,0.73,48080,409639
1701217865.0,23,36.4,36.4,-11.4,-0.9,-21.8,10.4,3685995,2535682,0.688,48683,415373
1701217945.0,24,33.8,33.8,-11.2,-0.9,-22.0,10.8,3613260,2483102,0.687,46664,428247
1701218015.0,24,44.5,44.5,-9.0,-0.9,-18.8,9.8,4846384,3512689,0.725,49463,452414
1701218095.0,24,36.4,36.4,-11.8,-0.8,-22.8,11.0,3574567,2455694,0.687,47582,433719
1701218165.0,24,49.6,49.6,-8.9,-0.8,-17.8,8.9,5174719,3779277,0.73,47879,475775
1701218245.0,24,48.0,48.0,-8.7,-0.9,-18.0,9.3,5017422,3658379,0.729,50416,445343
1701218315.0,24,38.6,38.6,-10.2,-1.0,-21.0,10.8,4610588,3288282,0.713,54527,420050
1701218395.0,24,-10,59.0,-4.5,-0.9,-11.3,6.8,5659658,4201458,0.742,43890,467828
1701218465.0,24,42.1,42.1,-8.4,-1.0,-17.8,9.4,5428433,3948595,0.727,54739,391050
1701218545.0,24,29.7,29.7,-12.1,-1.5,-23.1,11.0,3182472,2132204,0.67,49436,402941
1701218625.0,24,40.2,40.2,-9.9,-1.0,-18.9,9.0,4885277,3503614,0.717,50983,419595
1701218695.0,24,43.9,43.9,-8.4,-1.0,-17.1,8.7,5537426,4028414,0.727,50520,433022
1701218775.0,24,32.8,32.8,-11.6,-1.5,-21.9,10.3,3911630,2669247,0.682,45064,380043
1701218845.0,24,25.4,25.4,-16.0,-2.3,-27.3,11.3,2520521,1611789,0.639,37906,384672
1701218925.0,24,43.4,43.4,-9.0,-0.9,-18.5,9.5,5366580,3892285,0.725,45396,460783
1701218995.0,24,28.0,28.0,-13.5,-1.4,-25.6,12.1,3013142,1962356,0.651,41786,415996
1701219075.0,24,37.2,37.2,-10.2,-1.1,-20.2,10.0,4651956,3290554,0.707,45260,433518
1701219145.0,25,48.0,48.0,-8.2,-0.8,-17.2,9.0,5747683,4209027,0.732,45872,523207
1701219225.0,25,28.0,28.0,-13.8,-1.7,-25.2,11.4,3017462,1987803,0.659,42610,411456
1701219295.0,25,37.2,37.2,-10.5,-1.1,-20.0,9.5,4626740,3278830,0.709,45924,394236
1701219375.0,25,44.5,44.5,-8.2,-0.9,-16.2,8.0,5894785,4317485,0.732,44183,412982
1701219445.0,25,43.4,43.4,-8.4,-1.1,-16.8,8.4,5619279,4106957,0.731,46425,404818
1701219525.0,25,25.4,25.4,-16.3,-2.0,-26.9,10.6,2390939,1525836,0.638,42181,389220
1701219595.0,25,43.9,43.9,-8.6,-0.9,-16.9,8.3,5945273,4331308,0.729,51696,397400
1701219675.0,25,49.6,49.6,-7.7,-0.9,-15.7,8.0,5940602,4356491,0.733,47052,391771
1701219745.0,25,32.8,32.8,-11.1,-1.1,-21.0,9.9,4065077,2770012,0.681,48895,355864
1701219825.0,25,40.2,40.2,-9.5,-0.8,-18.4,8.9,4951871,3542034,0.715,47518,382765
1701219905.0,25,29.7,29.7,-13.0,-0.9,-23.1,10.1,3321610,2213993,0.667,43713,433564
1701219975.0,25,33.8,33.8,-11.7,-1.2,-21.4,9.7,4100235,2822160,0.688,43953,442132
1701220055.0,25,38.6,38.6,-9.8,-0.9,-19.2,9.4,4771801,3394909,0.711,42620,448958
1701220125.0,25,36.4,36.4,-10.4,-0.9,-20.4,10.0,4180623,2905781,0.695,40793,460547
1701220205.0,25,-10,59.0,-5.2,-0.9,-11.8,6.6,5611904,4150207,0.74,38267,469519
1701220275.0,25,42.1,42.1,-10.0,-1.0,-19.7,9.7,4726355,3406126,0.721,46105,439206
1701220355.0,26,48.0,48.0,-9.2,-0.9,-18.4,9.2,5040999,3674457,0.729,46894,420177
1701220425.0,26,44.5,44.5,-9.6,-0.8,-19.4,9.8,4801035,3481240,0.725,47849,409490
1701220505.0,26,43.9,43.9,-9.1,-1.0,-19.4,10.3,4602561,3329638,0.723,47820,437305
1701220575.0,26,33.8,33.8,-11.9,-1.4,-23.3,11.4,3199324,2164878,0.677,49338,433038
1701220655.0,26,38.6,38.6,-11.2,-1.0,-21.0,9.8,3935371,2761143,0.702,50009,661277
1701220725.0,26,36.4,36.4,-11.6,-1.1,-21.5,9.9,3338028,2285887,0.685,47159,486574
1701220805.0,26,43.4,43.4,-9.2,-1.0,-19.0,9.8,4553445,3279187,0.72,51320,414982
1701220875.0,26,-10,59.0,-5.0,-0.8,-12.4,7.4,5443352,4013460,0.737,47402,486793
1701220955.0,26,40.2,40.2,-10.8,-0.9,-20.7,9.9,4139584,2940509,0.71,52224,507363
1701221035.0,26,37.2,37.2,-11.5,-1.0,-22.5,11.0,3767964,2629268,0.698,50237,558453
1701221105.0,26,32.8,32.8,-12.5,-1.7,-24.4,11.9,2944166,1957002,0.665,45855,454289
1701221185.0,26,49.6,49.6,-8.8,-0.9,-19.0,10.2,4782747,3474672,0.727,48746,498473
1701221255.0,26,29.7,29.7,-13.4,-1.9,-25.6,12.2,2484346,1625208,0.654,45391,429613
1701221335.0,26,42.1,42.1,-9.8,-0.9,-20.9,11.1,4008410,2880502,0.719,49218,526957
1701221405.0,26,25.4,25.4,-14.9,-2.2,-27.5,12.6,1461148,907529,0.621,42057,419299
1701221485.0,26,28.0,28.0,-13.1,-1.3,-25.6,12.5,2000686,1293933,0.647,45586,437255
1701221555.0,27,48.0,48.0,-8.4,-0.9,-19.5,11.1,4105115,2983223,0.727,47397,450102
1701221635.0,27,42.1,42.1,-9.6,-0.9,-21.2,11.6,3628266,2595033,0.715,48570,469205
1701221705.0,27,-10,59.0,-5.4,-0.8,-13.9,8.5,4496332,3324103,0.739,42562,484545
1701221785.0,27,38.6,38.6,-10.4,-1.0,-22.7,12.3,3074190,2141617,0.697,46757,479923
1701221855.0,27,43.4,43.4,-9.7,-0.9,-20.5,10.8,4036831,2899404,0.718,55350,536509
1701221935.0,27,36.4,36.4,-10.8,-1.2,-23.1,12.3,2776995,1910085,0.688,49113,532804
1701222005.0,27,49.6,49.6,-8.2,-0.9,-18.8,10.6,4134985,3013504,0.729,50320,546513
1701222085.0,27,33.8,33.8,-10.8,-1.1,-22.7,11.9,2693720,1838237,0.682,46034,488937
1701222155.0,27,32.8,32.8,-11.7,-1.0,-24.2,12.5,2570756,1717768,0.668,48203,446049
1701222235.0,27,43.9,43.9,-9.3,-0.9,-19.2,9.9,3914817,2824228,0.721,47718,462605
1701222315.0,27,44.5,44.5,-9.3,-0.9,-19.0,9.7,4166018,3029313,0.727,47141,407494
1701222385.0,27,40.2,40.2,-10.0,-1.0,-20.8,10.8,3583862,2560806,0.715,48204,404993
1701222465.0,27,25.4,25.4,-15.2,-1.9,-28.8,13.6,1556166,978290,0.629,42494,379570
1701222535.0,27,29.7,29.7,-12.6,-1.4,-25.3,12.7,2272976,1487746,0.655,48825,528024
1701222615.0,27,28.0,28.0,-14.0,-1.0,-27.1,13.1,2015393,1290079,0.64,45577,353012
1701222685.0,27,37.2,37.2,-11.4,-0.9,-22.1,10.7,3291689,2294754,0.697,50539,402174
1701222765.0,28,49.6,49.6,-8.3,-0.7,-18.9,10.6,4324407,3141735,0.727,47878,555929
1701222835.0,28,40.2,40.2,-10.3,-0.8,-21.7,11.4,3728516,2661561,0.714,47231,538839
1701222915.0,28,48.0,48.0,-8.6,-0.9,-19.3,10.7,4452063,3249220,0.73,46755,521362
1701222985.0,28,-10,59.0,-4.9,-0.7,-13.3,8.4,4797111,3544528,0.739,41526,409391
1701223065.0,28,28.0,28.0,-15.5,-2.9,-28.0,12.5,1867532,1180502,0.632,41679,355824
1701223135.0,28,38.6,38.6,-11.1,-0.9,-23.1,12.0,3517621,2450829,0.697,48236,357031
1701223215.0,28,25.4,25.4,-17.0,-2.5,-31.0,14.0,1473072,897260,0.609,37361,335288
1701223285.0,28,37.2,37.2,-11.2,-1.0,-22.7,11.5,3370016,2334869,0.693,46928,427312
1701223365.0,28,42.1,42.1,-9.6,-0.9,-20.7,11.1,3944479,2802020,0.71,48819,502581
1701223445.0,28,44.5,44.5,-8.6,-1.0,-19.4,10.8,4273745,3077090,0.72,47061,507563
1701223515.0,28,29.7,29.7,-12.3,-1.2,-25.1,12.8,2375414,1541417,0.649,44253,424832
1701223595.0,28,32.8,32.8,-11.7,-0.9,-24.4,12.7,2603449,1724326,0.662,46817,358519
1701223665.0,28,33.8,33.8,-11.0,-0.9,-23.5,12.5,2936589,1969571,0.671,47006,425935
1701223745.0,28,43.4,43.4,-8.4,-0.8,-18.9,10.5,4195011,3012820,0.718,49765,503159
1701223815.0,28,36.4,36.4,-10.6,-0.8,-22.7,12.1,2996915,2019251,0.674,49107,490521
1701223895.0,28,43.9,43.9,-8.1,-0.9,-19.6,11.5,4324924,3107336,0.718,49283,476272
1701223965.0,29,42.1,42.1,-8.9,-0.9,-20.4,11.5,4268483,3045772,0.714,47329,488690
1701224045.0,29,-10,59.0,-4.7,-0.8,-12.7,8.0,5276917,3891120,0.737,42092,454646
1701224115.0,29,28.0,28.0,-15.3,-1.5,-27.4,12.1,2257849,1415386,0.627,43017,521905
1701224195.0,29,44.5,44.5,-8.2,-1.0,-19.7,11.5,4424689,3173534,0.717,48044,531543
1701224265.0,29,49.6,49.6,-8.0,-0.9,-18.6,10.6,4815566,3495070,0.726,48854,501467
1701224345.0,29,48.0,48.0,-8.2,-0.9,-18.4,10.2,4842930,3512523,0.725,49687,569081
1701224415.0,29,33.8,33.8,-11.0,-1.0,-23.0,12.0,3581571,2427469,0.678,48133,415235
1701224495.0,29,40.2,40.2,-9.7,-0.9,-20.6,10.9,4170466,2949500,0.707,45818,595794
1701224565.0,29,43.9,43.9,-8.7,-0.9,-19.3,10.6,4655368,3348140,0.719,46267,468335
1701224645.0,29,38.6,38.6,-10.2,-0.9,-22.0,11.8,3876398,2695799,0.695,47525,375875
1701224715.0,29,32.8,32.8,-11.5,-0.8,-24.1,12.6,3115664,2038420,0.654,46426,436357
1701224795.0,29,36.4,36.4,-10.9,-1.0,-22.5,11.6,3506481,2381122,0.679,42303,518039
1701224875.0,29,43.4,43.4,-10.1,-0.9,-20.3,10.2,4517501,3243085,0.718,42086,428332
1701224945.0,29,25.4,25.4,-14.9,-1.0,-28.1,13.2,1549835,941673,0.608,33365,380686
1701225025.0,29,37.2,37.2,-11.5,-0.8,-22.2,10.7,3535033,2446639,0.692,43832,445375
1701225095.0,29,29.7,29.7,-13.5,-1.0,-24.3,10.8,2403809,1555992,0.647,39631,462927
1701225175.0,30,42.1,42.1,-10.4,-0.9,-21.1,10.7,4265440,3050600,0.715,42212,479616
1701225245.0,30,36.4,36.4,-11.4,-1.7,-23.3,11.9,3352154,2312018,0.69,40879,494865
1701225325.0,30,29.7,29.7,-13.2,-0.9,-24.5,11.3,2642751,1741641,0.659,38496,502248
1701225395.0,30,37.2,37.2,-10.9,-0.9,-21.4,10.5,3752386,2617266,0.697,42260,498629
1701225475.0,30,49.6,49.6,-8.4,-0.9,-17.6,9.2,4870954,3538318,0.726,44086,552581
1701225545.0,30,43.4,43.4,-9.4,-0.8,-19.0,9.6,4447403,3210085,0.722,44431,497033
1701225625.0,30,48.0,48.0,-8.3,-1.0,-17.9,9.6,4661883,3387119,0.727,44652,494581
1701225695.0,30,32.8,32.8,-12.0,-1.1,-23.3,11.3,3178430,2141794,0.674,50343,405966
1701225775.0,30,28.0,28.0,-13.9,-2.0,-26.1,12.2,2368633,1533719,0.648,43664,486843
1701225845.0,30,40.2,40.2,-9.8,-0.9,-20.4,10.6,4192018,2989666,0.713,50640,461533
1701225925.0,30,33.8,33.8,-12.3,-1.1,-23.1,10.8,3288048,2254583,0.686,49396,469792
1701226005.0,30,-10,59.0,-4.8,-0.8,-12.7,7.9,4877224,3586253,0.735,41350,479581
1701226075.0,30,38.6,38.6,-10.3,-0.9,-20.9,10.6,3827323,2703078,0.706,47169,496233
1701226155.0,30,25.4,25.4,-15.8,-1.8,-28.1,12.3,1679608,1047954,0.624,41404,511901
1701226225.0,30,43.9,43.9,-8.5,-0.9,-19.3,10.8,4484407,3246891,0.724,47556,520343
1701226305.0,30,44.5,44.5,-8.8,-1.0,-18.7,9.9,4524794,3288716,0.727,45541,543538
